\database\database_achieveInfo.msbt
AchieveName_001	{r[ひゃくせんれんま]}百戦錬磨{/r}
CharaSerif_46_F	･･･うん、そうね。\nありがとう、ジンライ･･･！
\event\stageEndM058.msbt
CharaSerif_00_M	なんという{r[つよ]}強{/r}さ･･･\nだがグロムさまには、{r[とお]}遠{/r}くおよぶまい･･･
CharaSerif_01_M	グロム･･･\n{r[さいきょう]}最強{/r}のスシライカーとかいうヤツか。
CharaSerif_01_F	グロム･･･\n{r[さいきょう]}最強{/r}のスシライカーとかいうひとね？
CharaSerif_02_M	フフフ･･･ キサマなど･･･\nスシを{r[た]}食{/r}べる{r[ま]}間{/r}もなく･･･ たおされ･･･る･･･！
CharaSerif_03_M	ちぇっ･･･ おもしれえや。\nやってもらおうじゃないか･･･！
CharaSerif_03_F	フン･･･ おもしろいわ。\nやってもらおうじゃない･･･！
\event\stageEndM062.msbt
CharaSerif_00_M	ふう、あぶないところだったぜ･･･
CharaSerif_00_F	ふう、あぶなかった･･･
CharaSerif_01_M	･･･ほう、{r[でんじほう]}電磁砲{/r}を{r[はかい]}破壊{/r}したか。
CharaSerif_02_M	あーっ！ お{r[めん]}面{/r}ヤロウ!!
CharaSerif_02_F	あーっ！ さっきのお{r[めん]}面{/r}オトコ!!
CharaSerif_03_M	くっ･･･！\nそうか、オマエがグロムだな？
CharaSerif_03_F	くっ･･･！\nそうか、あなたがグロムね？
CharaSerif_04_M	フフフ･･･ だったらどうする？
CharaSerif_05_M	{r[しょうぶ]}勝負{/r}だ!!\nオレは{r[ていこく]}帝国{/r}{r[ぐん]}軍{/r}をゆるさない！
CharaSerif_05_F	{r[しょうぶ]}勝負{/r}よ!!\nわたしは{r[ていこく]}帝国{/r}{r[ぐん]}軍{/r}をゆるさない！
CharaSerif_06_M	･･･ならば、ナバの{r[おく]}奥{/r}までこい。\nそこで{r[あいて]}相手{/r}をしてやろう。
CharaSerif_07_M	このっ！ ･･･よーし、{r[い]}行{/r}ってやる。\nナメるなよ!!
CharaSerif_07_F	このっ！ ･･･いいわ、{r[い]}行{/r}ってやる。\nナメないでよね!!
\event\stageEndM067.msbt
CharaSerif_00_M	ちぇっ･･･ {r[しんじつ]}真実{/r}だって？
CharaSerif_00_F	くっ･･･ {r[しんじつ]}真実{/r}ですって？
CharaSerif_01_M	いったい、{r[なん]}何{/r}のことだ･･･？
CharaSerif_01_F	いったい、{r[なん]}何{/r}のこと･･･？
\event\stageEndM068.msbt
CharaSerif_00_M	おい！グロムはどこいった？\nおしえろ！
CharaSerif_00_F	ちょっと！ グロムはどこいったの？\nおしえて！
CharaSerif_01_M	おのれ･･･ かるがるしく\nその{r[な]}名{/r}をクチにするな！
CharaSerif_02_M	なにっ!?
CharaSerif_02_F	なんですって!?
CharaSerif_03_M	あのお{r[かた]}方{/r}は･･･ あらゆる{r[くる]}苦{/r}しみ、{r[かな]}悲{/r}しみに{r[た]}耐{/r}え\nスシへの{r[しんねん]}信念{/r}のみで{r[ちからづよ]}力強{/r}く{r[い]}生{/r}きる{r[かた]}方{/r}･･･
CharaSerif_04_M	フフフ･･･ キサマごときに\n{r[か]}勝{/r}てる{r[あいて]}相手{/r}では･･･ ない･･･!!
CharaSerif_05_M	ちぇっ、この{r[さき]}先{/r}に{r[すす]}進{/r}んでみるか･･･
CharaSerif_05_F	ふう･･･ しかたない。\nこの{r[さき]}先{/r}に{r[すす]}進{/r}んでみるか･･･
\event\stageEndM073.msbt
CharaSerif_00_M	そんな･･･ なぜだ･･･！
CharaSerif_01_M	リョーマよ･･･\nさきほど、{r[つよ]}強{/r}さのヒミツといったな。
CharaSerif_02_M	じゃが、その{r[じゃどう]}邪道{/r}{r[ぐ]}食{/r}いこそが\nヌシの{r[よわ]}弱{/r}さの{r[げんいん]}原因{/r}･･･
CharaSerif_03_M	そして、{r[かくち]}各地{/r}のスシ{r[かいほうせんせん]}解放戦線{/r}が\n{r[れっせい]}劣勢{/r}に{r[お]}追{/r}いこまれた{r[げんいん]}原因{/r}でもあるのじゃ。
CharaSerif_04_M	{r[よわ]}弱{/r}さ･･･だと？
CharaSerif_05_M	そうじゃ。おヌシらのスシに{r[たい]}対{/r}する{r[そまつ]}粗末{/r}な{r[あつか]}扱{/r}い･･･\nそれにより、スシガミのチカラが{r[よわ]}弱{/r}まったのだ。
CharaSerif_06_M	･･････！
CharaSerif_07_M	よいか？\nワシらスシガミにも{r[こころ]}心{/r}はあるのじゃ･･･
CharaSerif_08_M	たとえスシを{r[どくせん]}独占{/r}しようとも\n{r[のこ]}残{/r}さず{r[かんしゃ]}感謝{/r}の{r[ねん]}念{/r}で{r[た]}食{/r}べてくれる･･･
CharaSerif_09_M	そんな{r[ていこく]}帝国{/r}との{r[けいやく]}契約{/r}を{r[のぞ]}望{/r}むスシガミの{r[きも]}気持{/r}ち･･･\n{r[いま]}今{/r}いちど{r[かんが]}考{/r}えてみるがよい。
CharaSerif_10_M	バカな･･･ この{r[た]}食{/r}べ{r[かた]}方{/r}こそ{r[さいきょう]}最強{/r}･･･\nこの{r[た]}食{/r}べ{r[かた]}方{/r}こそ･･･ {r[せいぎ]}正義{/r}･･･！
CharaSerif_11_M	おっ、おい！ リョーマさん!!
CharaSerif_11_F	あっ･･･！ リョーマさん!!
CharaSerif_12_M	ムサシ･･･ {r[ほう]}放{/r}っておけ。
CharaSerif_13_M	あそこまでスシを\nないがしろにしたのじゃ･･･
CharaSerif_14_M	もはや{r[にど]}二度{/r}と\nスシガミとの{r[けいやく]}契約{/r}は{r[むす]}結{/r}べまい･･･
\event\stageEndM074.msbt
CharaSerif_00_M	{s[150]}なっ、なんだ!?{s[100]}
CharaSerif_00_F	{s[150]}なっ、なに!?{s[100]}
CharaSerif_01_M	そうか、このあたりのチビたちだな？\nこっちこいよ！
CharaSerif_01_F	そうか、このあたりのチビちゃんたちね？\nおいでおいで！
CharaSerif_02_M	おにいちゃん、{r[きょうわこく]}共和国{/r}のひと？
CharaSerif_02_F	おねえちゃん、{r[きょうわこく]}共和国{/r}のひと？
CharaSerif_03_M	おう！ オレは\nスシライカー・ムサシ！
CharaSerif_03_F	うん！ わたしは\nスシライカー・ムサシ！
CharaSerif_04_M	へへっ♪ このオレが{r[き]}来{/r}たからには\n{r[じゆう]}自由{/r}にスシが{r[く]}食{/r}えるようになるぞ！
CharaSerif_04_F	へへっ♪ わたしが{r[き]}来{/r}たからには\n{r[じゆう]}自由{/r}にスシが{r[た]}食{/r}べられるようになるわよ！
CharaSerif_05_M	わ～い！ やったぁ！
CharaSerif_07_M	うむ、たくさん{r[た]}食{/r}べるがよい！
CharaSerif_08_M	･･･なにこれ？\nこんなのスシじゃないよ!!
CharaSerif_09_M	{s[150]}うえ～ん！ {r[あか]}赤{/r}くてヘンなの～!!{s[100]}
CharaSerif_10_M	なんだ？ どうなってんだ??
CharaSerif_10_F	なに？ どうなってるの??
CharaSerif_11_M	そんな･･･ ワシのスシは\nとくに{r[こども]}子供{/r}に{r[にんき]}人気{/r}のはずなのに･･･
CharaSerif_12_M	まあまあ、{r[き]}気{/r}にすんなって。\nきっと{r[た]}食{/r}べたことがないだけさ･･･
CharaSerif_12_F	まあまあ、{r[き]}気{/r}にしない{r[き]}気{/r}にしない。\nきっと{r[た]}食{/r}べたことないだけよ･･･
\event\stageEndM078.msbt
CharaSerif_00_M	ゴイスー!!\nこちらアゲちゃいます～！
CharaSerif_40_M	『{c[91ff1e]}パーティーのおふだ{c[000000]}』\xd75 を{r[て]}手{/r}に{r[い]}入{/r}れた！
CharaSerif_01_M	なあ･･･ あんた、オレのとうちゃんと\n{r[し]}知{/r}りあいなんだよな？
CharaSerif_01_F	ねえ･･･ あなた、とうさんと\n{r[し]}知{/r}りあいなのよね？
CharaSerif_02_M	はい！ ていうかマブっす!!
CharaSerif_03_M	じゃあ、かあちゃんは？\nとうぜん{r[し]}知{/r}ってるよな？
CharaSerif_03_F	じゃあ、かあさんは？\nもちろん{r[し]}知{/r}ってるわよね？
CharaSerif_04_M	あー･･･ ジュウベエさんの\nワイフさんっすか？
CharaSerif_05_M	わぁおッ！\nめっちゃラブラブでしたよ～♪
CharaSerif_06_M	いや、そーゆーんじゃなくて･･･
CharaSerif_07_M	{r[いま]}今{/r}どうしているか{r[し]}知{/r}りたいんだ。\nなにか{r[し]}知{/r}ってたら、おしえてくれ！
CharaSerif_07_F	{r[いま]}今{/r}どうしているか{r[し]}知{/r}りたいの。\nなにか{r[し]}知{/r}ってたら、おしえて！
CharaSerif_08_M	あー･･･ わっかんないっすね～\nとくにカラミなかったんで･･･
CharaSerif_09_M	そうか･･･
CharaSerif_10_M	{s[150]}あ～しまった！ ケツカッチン！{s[100]}
CharaSerif_11_M	{s[150]}シータクとばしてギロッポン♪{s[100]}
CharaSerif_12_M	そんじゃ♪
CharaSerif_13_M	かあちゃん･･････
CharaSerif_13_F	かあさん･･････
\event\stageEndM079.msbt
CharaSerif_00_M	おやおや･･･！\nすこしは{r[たの]}楽{/r}しませてくれそうだねぇ･･･
CharaSerif_01_M	でもね！ {r[あか]}赤{/r}いスシなんて{r[た]}食{/r}べてるようじゃ\nアタイにゃ{r[か]}勝{/r}てないよ!!
CharaSerif_02_M	･･･お{r[はな]}話{/r}し{r[ちゅう]}中{/r}、{r[しつれい]}失礼{/r}します。\n{r[つぎ]}次{/r}の{r[よてい]}予定{/r}のお{r[じかん]}時間{/r}です。
CharaSerif_03_M	･･･あら、もうエステタイム？\nざ～んねん。
CharaSerif_04_M	じゃ、ボーイズたち！\nあとはまかせたわ♪
CharaSerif_05_M	{s[150]}はい！ おじょうさま!!{s[100]}
CharaSerif_06_M	うわぁ、ホントにそうよぶんだ･･･
\event\stageEndM083.msbt
CharaSerif_00_M	{s[150]}くそぉ･･･ また{r[ま]}負{/r}けたあああ！{s[100]}
CharaSerif_01_M	おぼえてろよ！\n{r[きょう]}今日{/r}のところは、おとなしく{r[ま]}負{/r}けといてやる！
CharaSerif_02_M	{s[150]}うわぁーん!!{s[100]}
CharaSerif_03_M	･･･なんなんだ、あいつ。
CharaSerif_03_F	･･･なんなの？ あいつ。
\event\stageEndM084.msbt
CharaSerif_00_M	･･･ほら、{r[た]}食{/r}べてみろ。\n{r[あか]}赤{/r}くておいしそうだろ？
CharaSerif_00_F	･･･ほら、{r[た]}食{/r}べてみて。\n{r[あか]}赤{/r}くておいしそうでしょ？
CharaSerif_01_M	おいしい！ あまくてまろやか！\nこんなスシがあったなんて!!
CharaSerif_02_M	ホッ･･･ しかし、{r[じぶん]}自分{/r}がキライなネタを\n{r[たにん]}他人{/r}が{r[た]}食{/r}べることまで{r[きん]}禁{/r}じるとは･･･
CharaSerif_03_M	なんてヤツだ！\nソスナめ･･･  ゆるせないぜ!!
CharaSerif_03_F	ひっどいヤツね！\nソスナ･･･  ゆるせないわ!!
\event\stageEndM088.msbt
CharaSerif_00_M	ゴイスー!!\nこちらアゲちゃいます～！
CharaSerif_40_M	『{c[91ff1e]}けいけんのおふだ{r[だい]}大{/r}{c[000000]}』を{r[て]}手{/r}に{r[い]}入{/r}れた！
CharaSerif_01_M	そういえば、おまえ･･･\n『{r[かんしゃ]}感謝{/r}{r[た]}食{/r}べ』って{r[し]}知{/r}ってるか？
CharaSerif_01_F	そういえば、あなた･･･\n『{r[かんしゃ]}感謝{/r}{r[た]}食{/r}べ』って{r[し]}知{/r}ってる？
CharaSerif_02_M	はい！ {r[し]}知{/r}ってますよ～♪\nシースーライカーのチョー{r[おうぎ]}奥義{/r}っすよね!!
CharaSerif_03_M	おおっ♪ {r[し]}知{/r}ってんのか！\nさすがジジョーツー!!
CharaSerif_03_F	うおぅ♪ {r[し]}知{/r}ってるんだ！\nさっすがジジョーツー!!
CharaSerif_04_M	あー･･･ でもナマで{r[み]}見{/r}たことはないっすね～\nパイセンも{r[でき]}出来{/r}ませんでしたし･･･
CharaSerif_06_M	へえ･･･ じゃあ、とうちゃんは\n{r[ていこく]}帝国{/r}に{r[い]}行{/r}ってからあの{r[わざ]}技{/r}を･･･？
CharaSerif_06_F	ふーん･･･ じゃあ、とうさんは\n{r[ていこく]}帝国{/r}に{r[い]}行{/r}ってからあの{r[わざ]}技{/r}を･･･？
CharaSerif_07_M	あっ！ でもでも～♪ {r[かんしゃ]}感謝{/r}{r[た]}食{/r}べに{r[たいこう]}対抗{/r}できる\nウラワザなら{r[き]}聞{/r}いたことあるっす！
CharaSerif_08_M	{s[150]}えっ！ マジか!?{s[100]}
CharaSerif_08_F	{s[150]}えっ！ ホント!?{s[100]}
CharaSerif_09_M	モチっす♪\nそれはっすね～･･･
CharaSerif_10_M	{s[150]}あ～しまった！ ケツカッチン！{s[100]}
CharaSerif_11_M	{s[150]}･･･おっ、おい！{s[100]}
CharaSerif_11_F	{s[150]}･･･ちょ、ちょっと！{s[100]}
CharaSerif_12_M	{s[150]}シータクとばしてギロッポン♪{s[100]}
CharaSerif_13_M	そんじゃ♪
CharaSerif_14_M	むう、ウラワザか･･･\nそんなものが、{r[ほんとう]}本当{/r}にあるのか･･･？
\event\stageEndM092.msbt
CharaSerif_00_M	･･･おみごとです、ムサシさま。
CharaSerif_01_M	あなたなら、おじょうさまを･･･\nソスナさまをお{r[すく]}救{/r}いできるかもしれない。
CharaSerif_02_M	ええっ？ ムサシさま!?\nなんだよとつぜん･･･ どういうことだ？
CharaSerif_02_F	ええっ？ ムサシさま!?\nなによとつぜん･･･ どういうこと？
CharaSerif_03_M	ソスナさまは、かつて{r[あか]}赤{/r}いスシを\nこよなく{r[あい]}愛{/r}するレディでした･･･
CharaSerif_04_M	そして{r[かのじょ]}彼女{/r}には、{r[おな]}同{/r}じように\n{r[あか]}赤{/r}いスシを{r[あい]}愛{/r}する{r[こいびと]}恋人{/r}がいたのです。
CharaSerif_05_M	しかし･･･ その{r[こいびと]}恋人{/r}は、ある{r[ひ]}日{/r}{r[とつぜん]}突然{/r}\nわかれを{r[つ]}告{/r}げ、{r[さ]}去{/r}っていった･･･
CharaSerif_06_M	キズつかれたソスナさまは、{r[おも]}思{/r}い{r[で]}出{/r}のつまった\n{r[あか]}赤{/r}いスシを{r[み]}見{/r}るのもイヤになり･･･
CharaSerif_07_M	くうっ･･･ この{r[よ]}世{/r}からなくそうとまで\n{r[かんが]}考{/r}えるように･･･ ああ･･･！
CharaSerif_08_M	むう･･･ {r[しつれん]}失恋{/r}の{r[かな]}悲{/r}しみから、かつて{r[す]}好{/r}きだった\nスシを{r[きょぜつ]}拒絶{/r}してしまうとは･･･ なんと{r[ふこう]}不幸{/r}な。
CharaSerif_11_M	おねがいします､ムサシさま。\nソスナさまの{r[こころ]}心{/r}を{r[すく]}救{/r}ってください･･･！
CharaSerif_12_M	よし、まかせろ！
CharaSerif_12_F	よーし、まかせて！
CharaSerif_13_M	（･･･はて？\n　{r[まえ]}前{/r}にも、こんな{r[はなし]}話{/r}があったような･･･）
CharaSerif_14_M	なんと！ さすがはムサシさま･･･\nでは、この{r[けいやくざら]}契約皿{/r}をお{r[も]}持{/r}ちください･･･！
CharaSerif_15_M	スシガミ『{c[91ff1e]}クマテン{c[000000]}』と{r[けいやく]}契約{/r}した！\nスキルは「{c[91ff1e]}{r[ばいばい]}倍々{/r}シュート{c[000000]}」だ！
CharaSerif_16_M	{s[150]}すべてはソスナさまのために!!{s[100]}
\event\stageEndM093.msbt
CharaSerif_00_M	{s[150]}くそぉ･･･ また{r[ま]}負{/r}けたあああ！{s[100]}
CharaSerif_01_M	おぼえてろよ！\nムサシのバーカ！バーカ！バーカ！バーカ!!
CharaSerif_02_M	{s[150]}うわぁーん!!{s[100]}
CharaSerif_03_M	･･･なんなんだ、あいつ。
CharaSerif_03_F	･･･なんなの？ あいつ。
\event\stageEndM094.msbt
CharaSerif_00_M	やれやれ･･･ {r[ま]}負{/r}けちまうとは\nアタイもヤキがまわったねぇ。
CharaSerif_01_M	なあ、もういちど{r[た]}食{/r}べてみないか？\n{r[まえ]}前{/r}は{r[す]}好{/r}きだった･･･ {r[あか]}赤{/r}いスシを。
CharaSerif_01_F	ねえ、もういちど{r[た]}食{/r}べてみない？\n{r[まえ]}前{/r}は{r[す]}好{/r}きだった･･･ {r[あか]}赤{/r}いスシを。
CharaSerif_02_M	なんだって!?\nじょうだんはやめとくれ!!
CharaSerif_03_M	ワシが、うでによりをかけた{r[ひとさら]}一皿{/r}･･･\nそれでダメなら、もう{r[なに]}何{/r}も{r[い]}言{/r}わん。
CharaSerif_04_M	たのむよ、{r[た]}食{/r}べてくれ！\nいや･･･ {r[た]}食{/r}べるんだ!!
CharaSerif_04_F	おねがい、{r[た]}食{/r}べて！\nううん･･･ {r[た]}食{/r}べなさい!!
CharaSerif_05_M	フン、いまさら{r[なに]}何{/r}を･･･
CharaSerif_06_M	おい･･･しい･･･\nそんな･･･ なぜ？
CharaSerif_07_M	スシは、おヌシを{r[うら]}裏{/r}{r[ぎ]}切{/r}らぬ･･･
CharaSerif_08_M	たとえおヌシが{r[か]}変{/r}わろうと、スシは{r[か]}変{/r}わらず\nいつでもおヌシの{r[そば]}側{/r}にいるのじゃ。
CharaSerif_09_M	この{r[あじ]}味{/r}･･･ あのころを{r[おも]}思{/r}い{r[だ]}出{/r}すねえ･･･
CharaSerif_10_M	そういや･･･ {r[かな]}悲{/r}しいことばかりじゃない。\n{r[たの]}楽{/r}しいこともたくさんあったっけ･･･
CharaSerif_11_M	アタイは、{r[あか]}赤{/r}いスシといっしょに\nそれまで{r[す]}捨{/r}てちまおうとしてたんだね･･･
CharaSerif_12_M	うむ、えんりょはいらん。\nもっと{r[た]}食{/r}べて、もっと{r[と]}取{/r}り{r[もど]}戻{/r}すが{r[よ]}良{/r}い。
CharaSerif_13_M	フフッ、アタイが{r[まちが]}間違{/r}ってたよ･･･
CharaSerif_14_M	ムサシ！ これを{r[も]}持{/r}ってお{r[い]}行{/r}き!!\n
CharaSerif_17_M	『{c[91ff1e]}ソスナのカギ{c[000000]}』を{r[て]}手{/r}に{r[い]}入{/r}れた！
CharaSerif_15_M	アタイ･･･ {r[あか]}赤{/r}いスシが{r[す]}好{/r}きな\nフツーのおじょうさまに{r[もど]}戻{/r}るよ。
CharaSerif_16_M	ありがとう･･･\nスシライカー・ムサシ。
\event\stageEndM099.msbt
CharaSerif_00_M	そうか、はじめての{r[たたか]}戦{/r}いか･･･\nちょっとなつかしいな。
CharaSerif_01_M	･･･うむ！ あのころとくらべると\nおヌシは、ずいぶん{r[つよ]}強{/r}くなった。
CharaSerif_02_M	おう！ サンキュー！
CharaSerif_02_F	うん！ ありがとう！
CharaSerif_03_M	ジンライも、あのころとくらべると･･･\n
CharaSerif_04_M	･･･へへっ♪ ちょっと{r[せっきょう]}説教{/r}くさく\nなったかな？
CharaSerif_05_M	なんじゃと!?\nええい！ またんかムサシ!!
\event\stageEndM104.msbt
CharaSerif_00_M	そういえば、いろんなヤツと\nバトルしてきたもんだよな･･･
CharaSerif_00_F	そういえば、いろんなひとたちと\nバトルしてきたものよね･･･
CharaSerif_01_M	うむ！ それらを{r[とお]}通{/r}して{r[み]}見{/r}たもの･･･ {r[かん]}感{/r}じたこと･･･\nそれが{r[いま]}今{/r}のおヌシを{r[かたちづく]}形作{/r}っているのじゃ。
CharaSerif_02_M	ジンライ･･･
CharaSerif_03_M	やっぱおまえ、{r[せっきょう]}説教{/r}くさくなったな？
CharaSerif_03_F	やっぱあんた、{r[せっきょう]}説教{/r}くさくなったわ。
\event\stageEndM105.msbt
CharaSerif_00_M	{s[150]}くそぉ･･･ また{r[ま]}負{/r}けたあああ！{s[100]}
CharaSerif_01_M	おい、コジロー！\nユキチさんはどこだ？
CharaSerif_01_F	ちょっと、コジロー！\nユキチさんはどこ？
CharaSerif_02_M	フン･･･ ユキチだって？
CharaSerif_03_M	ヒヒッ♪ それならこの{r[さき]}先{/r}の\n{r[とくべつ]}特別{/r}{r[くんれん]}訓練{/r}{r[とう]}棟{/r}に{r[と]}閉{/r}じこめられてるぜ！
CharaSerif_04_M	じゃあ、そこまで{r[あんない]}案内{/r}しろ！
CharaSerif_04_F	じゃあ、そこまで{r[あんない]}案内{/r}して！
CharaSerif_05_M	{s[150]}やだね！ なんでオレが!!{s[100]}
CharaSerif_06_M	コジローよ･･･ ここまでダメダメでは\nもはや{r[ていこく]}帝国{/r}に{r[いばしょ]}居場所{/r}はあるまい？
CharaSerif_07_M	おとなしく{r[こきょう]}故郷{/r}の{r[むら]}村{/r}に{r[もど]}戻{/r}るがよい。\nそれとも･･･ まだワサビが{r[く]}食{/r}い{r[た]}足{/r}りぬか？
CharaSerif_08_M	ううっ･･･ こんな、こんなハズじゃ･･･
CharaSerif_09_M	{s[150]}うわぁぁぁぁん!!!{s[100]}
CharaSerif_10_M	いいだろう！ {r[むら]}村{/r}に{r[かえ]}帰{/r}るついでに{r[あんない]}案内{/r}してやる。\n･･･あくまでついでにな！
CharaSerif_11_M	ん？ ･･･でも{r[むら]}村{/r}は\nぜんぜんちがう{r[ほうこう]}方向{/r}だぞ？
CharaSerif_11_F	えっ？ ･･･でも{r[むら]}村{/r}は\nぜんぜんちがう{r[ほうこう]}方向{/r}よ？
CharaSerif_12_M	{s[150]}うるさい! だまってついてこい!!{s[100]}
\event\stageEndM110.msbt
CharaSerif_00_M	むう･･･ ここでは{r[かいほう]}介抱{/r}もできん。\n{r[そと]}外{/r}に{r[はこ]}運{/r}びだすのじゃ！
CharaSerif_01_M	おいコジロー！ {r[てつだ]}手伝{/r}え！
CharaSerif_01_F	ちょっとコジロー！ {r[てつだ]}手伝{/r}って！
CharaSerif_02_M	なっ、なんでオレが!?
CharaSerif_03_M	このっ！ ユキチさんがこうなったのも\nもとはおまえのせいだろ！
CharaSerif_03_F	このっ！ ユキチさんがこうなったのも\nもとはあんたのせいでしょ！
CharaSerif_04_M	ちぇっ･･･
\event\stageEndM111.msbt
CharaSerif_00_M	へへっ♪\nどうだ！ まいったか！
CharaSerif_00_F	へへっ♪\nどんなもんよ？ まいったか！
CharaSerif_01_M	うぅっ･･･ まだだ･･･\nまだ、{r[ま]}負{/r}けねぇ･･････！
CharaSerif_02_M	ムサシ！ {r[き]}気{/r}をつけろ！
CharaSerif_03_M	{s[150]}ちくしょう！ムサシィィッ!!!{s[100]}
CharaSerif_04_M	{s[150]}やめろ!!{s[100]}
CharaSerif_04_F	{s[150]}やめて!!{s[100]}
CharaSerif_05_M	･･･もう{r[しょうぶ]}勝負{/r}はついたんだ。\nあとはおいしく、{r[あじ]}味{/r}わってスシを{r[く]}食{/r}おうぜ。
CharaSerif_05_F	･･･もう{r[しょうぶ]}勝負{/r}はついたわ。\nあとはおいしく、{r[あじ]}味{/r}わってスシを{r[た]}食{/r}べましょ♪
CharaSerif_06_M	･･･な？
CharaSerif_06_F	･･･ね？
CharaSerif_07_M	あ･･･ {r[あじ]}味{/r}わって･･････!?
CharaSerif_08_M	{s[150]}ハッハッハ！･･･たいしたもんだ。{s[100]}
CharaSerif_09_M	{s[150]}ゆ･･･ ユキチさん!?{s[100]}
CharaSerif_10_M	･･･ひさしぶりだな、ボウズ。\nすっかり{r[み]}見{/r}ちがえちまって･･･！
CharaSerif_10_F	･･･ひさしぶりだな、お{r[じょう]}嬢{/r}ちゃん。\nすっかり{r[み]}見{/r}ちがえちまって･･･！
CharaSerif_11_M	アブリコスさんよ･･･ もういいだろう。\nこいつの{r[い]}言{/r}う{r[とお]}通{/r}り、{r[しょうぶ]}勝負{/r}はついた･･･
CharaSerif_12_M	う･･･ あ･･･ ああ･･･
CharaSerif_13_M	･･･オレは{r[し]}知{/r}ってるぜ？
CharaSerif_14_M	あんた、{r[むかし]}昔{/r}はスシをひとつひとつ\nていねいに{r[た]}食{/r}べる･･･ そんな{r[おとこ]}男{/r}だったそうだな。
CharaSerif_15_M	{s[150]}ど、どうしてそれを･･･！{s[100]}
CharaSerif_16_M	だがそれを、{r[おお]}大{/r}きな{r[からだ]}体{/r}に{r[にあ]}似合{/r}わないと{r[わら]}笑{/r}われ\nわざと{r[あら]}荒{/r}っぽく{r[た]}食{/r}べるようになった･･･
CharaSerif_17_M	そうだ･･･ {r[ほんとう]}本当{/r}はゆっくり{r[あじ]}味{/r}わいたい･･･ \nでも{r[しょうぐん]}将軍{/r}だから･･･ {r[つよ]}強{/r}くなきゃいけないから･･･
CharaSerif_18_M	いいのかい？ ムリにそんな{r[た]}食{/r}べ{r[かた]}方{/r}して･･･\nスシもあんたも{r[な]}泣{/r}いてるぜ･･･？
CharaSerif_19_M	･･･せっかくのスシだ。\n{r[えがお]}笑顔{/r}で{r[た]}食{/r}べようや･･･
CharaSerif_20_M	オレが･･･ オレが{r[まちが]}間違{/r}っていた･･･
CharaSerif_21_M	{s[150]}すまねえ･･･ ムサシ！ユキチ！{s[100]}
CharaSerif_22_M	オレ、ふつうのスシ{r[ず]}好{/r}きの\nマッチョに{r[もど]}戻{/r}るよ･･･
CharaSerif_23_M	ありがとうな･･･\nスシライカー・ムサシ。
\event\stageEndM111_After01.msbt
CharaSerif_00_M	スシガミ『{c[91ff1e]}アラオウ{c[000000]}』と{r[けいやく]}契約{/r}した！\nスキルは「{c[91ff1e]}スキルクリーン{c[000000]}」だ！
\event\stageEndM116.msbt
CharaSerif_00_M	ゴイスー!!\nこちらアゲちゃいます～！
CharaSerif_40_M	『{c[91ff1e]}あぶりバーナー{c[000000]}』\xd75 を{r[て]}手{/r}に{r[い]}入{/r}れた！
CharaSerif_01_M	いやぁ･･･ ちょっと{r[み]}見{/r}ないうちに\nイケてるルックスになってきましたねぇ♪
CharaSerif_02_M	ま・さ・に！\nザ★シースーライカー!! ･･･って{r[かん]}感{/r}じ！
CharaSerif_03_M	へへっ♪ サンキュー！
CharaSerif_03_F	へへっ♪ ありがと！
CharaSerif_04_M	あー･･･ なつかしいなぁ･･･\n{r[せかい]}世界{/r}シースー{r[たいせん]}大戦{/r}･･･！
CharaSerif_05_M	あのころは･･･ そんなリソーに{r[も]}燃{/r}える{r[め]}目{/r}の\nシースーライカーがゴロゴロしてました･･･！
CharaSerif_06_M	･･･まあ、そのぶん\nブッソーでしたけどね♪
CharaSerif_07_M	はて？ おヌシはそのころ\nどこで{r[なに]}何{/r}をしていたんじゃ？
CharaSerif_08_M	･･･ボクっすか!?\nボクはまぁ、いろいろと･･･
CharaSerif_09_M	{s[150]}あ～しまった！ ケツカッチン！{s[100]}
CharaSerif_10_M	{s[150]}シータクとばしてギロッポン♪{s[100]}
CharaSerif_11_M	そんじゃ♪
CharaSerif_12_M	なんなんだ？ ･･･いろいろ？
CharaSerif_12_F	なんなの？ ･･･いろいろ？
\event\stageEndM126.msbt
CharaSerif_00_M	おみごと･･･！\nさすがはグロム{r[さま]}様{/r}のご{r[しそく]}子息{/r}･･･
CharaSerif_00_F	おみごと･･･！\nさすがはグロム{r[さま]}様{/r}のご{r[そくじょ]}息女{/r}･･･
CharaSerif_01_M	なにっ？ ･･･{r[し]}知{/r}ってたのか？
CharaSerif_01_F	えっ!? ･･･{r[し]}知{/r}ってたの？
CharaSerif_02_M	フッ･･･ われら{r[せいえい]}精鋭{/r}{r[ぶたい]}部隊{/r}は、グロム{r[さま]}様{/r}が\nジュウベエと{r[なの]}名乗{/r}られてたころからの{r[ふくしん]}腹心{/r}･･･
CharaSerif_03_M	あの{r[かた]}方{/r}の{r[りそう]}理想{/r}に{r[さんどう]}賛同{/r}し、ともに{r[きょうわこく]}共和国{/r}から\n{r[ていこく]}帝国{/r}へと{r[わた]}渡{/r}ったのだ･･･！
CharaSerif_04_M	そうか･･･
CharaSerif_05_M	なあ、{r[きょうわこく]}共和国{/r}にもどる{r[き]}気{/r}はないのか？\n{r[こきょう]}故郷{/r}を{r[てき]}敵{/r}にまわして･･･ それでいいのか？
