\database\database_area.msbt
areaName_area01	{r[きょうわこく]}共和国{/r}
Player_StgWin_059	エリートだろうとなんだろうと\nスシはみんなに{r[びょうどう]}平等{/r}なんだぜ♪
Player_StgWin_060	でもグロム{r[たい]}隊{/r}はエリートなんだから\n{r[か]}勝{/r}てたならいい{r[き]}気{/r}になっちゃうぜ？
Player_StgWin_061	エリートエリートって\nもう{r[き]}聞{/r}き{r[あ]}飽{/r}きちまったぜ…
Player_StgWin_062	ちょっとビビったけど、{r[おお]}大{/r}きけりゃ\nいいってもんでもねえぜ!!
Player_StgWin_063	へへ～ん♪ グロムのいどころまで\nノンストップでつきすすむぜ！
Player_StgWin_064	{r[あっしゅくじんけい]}圧縮陣形{/r}？ {r[てき]}敵{/r}さんの{r[はいち]}配置{/r}が\nやたら{r[ちか]}近{/r}いのはそのせいか…
Player_StgWin_065	スシは{r[ひと]}人{/r}を{r[えがお]}笑顔{/r}にするものだ♪\n{r[たの]}楽{/r}しんで{r[た]}食{/r}べないとだぜ♪♪
Player_StgWin_066	あのデッケー{r[たいほう]}大砲{/r}のことか？\nそれならもうなれっこだぜ♪
Player_StgWin_067	{r[みち]}道{/r}をあけてもらうぜ！\nグロムを{r[お]}追{/r}いかけねえと…！
Player_StgWin_068	パーティが{r[ひら]}開{/r}けなくなって\n{r[わる]}悪{/r}いことしちまったか？
Player_StgWin_069	{r[い]}言{/r}い{r[わけ]}訳{/r}するなんて\n{r[おとこ]}男{/r}らしくねえぞ！
Player_StgWin_070	お{r[まえ]}前{/r}がスシを{r[す]}好{/r}きなことは\n{r[たたか]}戦{/r}っていて{r[つた]}伝{/r}わってきたぜ♪
Player_StgWin_071	まだいるかもしれねえ！\n{r[さき]}先{/r}に{r[い]}行{/r}かせてもらうぜ!!
Player_StgWin_072	{r[うれ]}嬉{/r}しい{r[ごさん]}誤算{/r}だって!?\n{r[いったい]}一体{/r}なにを{r[い]}言{/r}ってやがる!!
Player_StgWin_073	スシは{r[ごうりせい]}合理性{/r}どうこうじゃねえ！\nおいしく{r[ぜんぶ]}全部{/r}を{r[た]}食{/r}べるものだ!!
Player_StgWin_074	{r[わる]}悪{/r}いな、おっちゃん\n{r[さき]}先{/r}に{r[い]}行{/r}かせてもらうぜ！
Player_StgWin_075	おう！ オレがムサシだ！\nもしかしてちょっと{r[ゆうめいじん]}有名人{/r}？
Player_StgWin_076	トドメなんてささねえよ\nそれじゃまるで{r[あくやく]}悪役{/r}だぜ
Player_StgWin_077	ん？ {r[か]}勝{/r}っても{r[あじ]}味{/r}なんてしねえけど\n{r[ま]}負{/r}けると{r[あじ]}味{/r}がするのか??
Player_StgWin_078	シースー？ ムーゲー??\n{r[いったい]}一体{/r}なんなんだ…??
Player_StgWin_079	なんだこいつ？\n{r[しか]}叱{/r}られるのに{r[よろこ]}喜{/r}んでるぞ？？
Player_StgWin_080	こ、こいつもおかしいぞ…。\n{r[しか]}叱{/r}ってくれってお{r[ねが]}願{/r}いするなんて…
Player_StgWin_081	……。\nあのオバサンの{r[ぶか]}部下{/r}、{r[だいじょうぶ]}大丈夫{/r}か…
Player_StgWin_082	た、{r[たいちょう]}隊長{/r}が{r[いちばん]}一番{/r}{r[しんぱい]}心配{/r}なやつだった…
Player_StgWin_083	たしかにちょっと{r[くせん]}苦戦{/r}したけど…\nオレは{r[ま]}負{/r}けられねえんだ!!
Player_StgWin_084	ソスナって{r[ひと]}人{/r}の{r[ぶか]}部下{/r}たちは\n{r[あか]}赤{/r}いスシを{r[た]}食{/r}べると{r[おこ]}怒{/r}られるのか…
Player_StgWin_085	{r[あか]}赤{/r}いスシが{r[つよ]}強{/r}いんじゃねえ！\nバランスよく{r[た]}食{/r}べるから{r[つよ]}強{/r}いんだ！
Player_StgWin_086	{r[いじ]}意地{/r}はってないで\n{r[あか]}赤{/r}いスシも{r[た]}食{/r}べちゃえよ？
Player_StgWin_087	{r[むり]}無理{/r}に{r[あか]}赤{/r}いスシをガマンするから\nスシの{r[まぼろし]}幻{/r}が{r[み]}見{/r}えちゃってるんだな…
Player_StgWin_088	シースーがマイウーでガトアリ…\nうう… {r[こんらん]}混乱{/r}してくるぜ……
Player_StgWin_089	{r[ぶか]}部下{/r}がスシバトルをしているときに\n{r[じぶん]}自分{/r}は{r[ゆうが]}優雅{/r}にスイーツなんだな…
Player_StgWin_090	{r[はや]}早{/r}く{r[い]}行{/r}きたかったからバトル{r[ちゅう]}中{/r}\nずっとソワソワしていたのか？
Player_StgWin_091	そっか…\nあんたたちも{r[くろう]}苦労{/r}してんだな……
Player_StgWin_092	ん？\nソスナがなんだって？
Player_StgWin_093	い、いや、うらみはねえけど\n{r[しょうぶ]}勝負{/r}を{r[いど]}挑{/r}んでくるから……
Player_StgWin_094	へへ～ん♪ {r[あか]}赤{/r}いスシ{r[いがい]}以外{/r}の\nスシだってあるんだもんね♪♪
Player_StgWin_095	ぶえっくし…！\nた、たしかに{r[さむ]}寒{/r}いな……
Player_StgWin_096	お、おう…！ いさぎよいな！\nしっかり{r[あたた]}暖{/r}まってくれよな!!
Player_StgWin_097	こっちだって{r[さむ]}寒{/r}いんだ！\nなんなんだここは!!
Player_StgWin_098	うまいこと{r[い]}言{/r}った……のか？
Player_StgWin_099	あーー！ そのセリフは!!\nおっちゃんのこと{r[おも]}思{/r}い{r[だ]}出{/r}したぜ!!
Player_StgWin_100	あ！ {r[おも]}思{/r}い{r[だ]}出{/r}した！ {r[ふく]}服{/r}はちゃんと{r[き]}着{/r}ろ\nってアドバイスしたじゃんか!!
Player_StgWin_101	おう！ バトルをたくさんして\n{r[きんにく]}筋肉{/r}だってちょっぴり{r[つ]}付{/r}いたぜ!!
Player_StgWin_102	マッチョのこだわりはどうしても\n{r[す]}捨{/r}てられない{r[ひと]}人{/r}たちなんだな……
Player_StgWin_103	オ、オレが{r[しん]}真{/r}のマッチョ…？\nそれって… {r[よろこ]}喜{/r}んでいい……のか??
Player_StgWin_104	えー、だって{r[ほんとう]}本当{/r}のことを\n{r[い]}言{/r}ったまでじゃんか～
Player_StgWin_105	{r[め]}目{/r}を{r[さ]}覚{/r}ませ！ あんなやり{r[かた]}方{/r}で\n{r[つよ]}強{/r}くなれるわけがないだろうッ!!
Player_StgWin_106	あ！ {r[きんにく]}筋肉{/r}しぼむ{r[ひと]}人{/r}!!\nにいちゃんは{r[じゅうぶん]}十分{/r}マッチョだぜ!!
Player_StgWin_107	おお！ {r[こんど]}今度{/r}はムテキンニクの{r[ひと]}人{/r}!!\nアブリコス{r[たい]}隊{/r}が{r[せい]}勢{/r}ぞろいなのか!?
Player_StgWin_108	{r[きんにく]}筋肉{/r}{r[はいく]}俳句{/r}の{r[ひと]}人{/r}も{r[おぼ]}覚{/r}えてるぞ！\nなんだか{r[しんり]}真理{/r}にたどり{r[つ]}着{/r}いた…？
Player_StgWin_109	マッチョも{r[たの]}楽{/r}しそうに{r[おも]}思{/r}えてきて\nちょっと{r[かんが]}考{/r}えちゃうなあ…
Player_StgWin_110	ユキチさんを{r[たす]}助{/r}けたいんだ！\n{r[とお]}通{/r}してもらうぜ！！
Player_StgWin_111	もうやめろアブリコス！\nそんな{r[た]}食{/r}べ{r[かた]}方{/r}はスシに{r[しつれい]}失礼{/r}だぞ!!
Player_StgWin_112	そ、そうなのか？\nあんまり{r[き]}気{/r}に{r[や]}病{/r}むなよ…？
Player_StgWin_113	あれ？ さっきも{r[じぶん]}自分{/r}のことを\n{r[さいじゃく]}最弱{/r}って{r[い]}言{/r}う{r[ひと]}人{/r}がいたような…？
Player_StgWin_114	この{r[ぶたい]}部隊{/r}の{r[ひと]}人{/r}たち\nみんな{r[い]}言{/r}い{r[わけ]}訳{/r}が{r[おな]}同{/r}じだぞ…
Player_StgWin_115	おっちゃんが{r[いちばん]}一番{/r}{r[よわ]}弱{/r}いのか…？\nいったい{r[だれ]}誰{/r}が{r[ほんとう]}本当{/r}の{r[さいじゃく]}最弱{/r}なんだ……
Player_StgWin_116	オレもあんたとバトルをするのが\n{r[あ]}当{/r}たり{r[まえ]}前{/r}に{r[おも]}思{/r}えてきたぜ♪
Player_StgWin_117	ルツコイさんか…\nどんなスシバトルか{r[たの]}楽{/r}しみだぜ♪
Player_StgWin_118	{r[こんど]}今度{/r}はマツイさんか…\n{r[つぎ]}次{/r}の{r[ひと]}人{/r}に{r[たく]}託{/r}す{r[かん]}感{/r}じなのか…？
Player_StgWin_119	この{r[ぶたい]}部隊{/r}の{r[へいたい]}兵隊{/r}さんたちは\nなんだかみんな{r[ひとまか]}人任{/r}せのような…
Player_StgWin_120	{r[たいちょう]}隊長{/r}さんはみんなの{r[せきにん]}責任{/r}が\nのしかかって{r[たいへん]}大変{/r}そうだな…
Player_StgWin_121	{r[ひみつへいき]}秘密兵器{/r}なんだっけ？\n{r[わる]}悪{/r}いな、{r[こわ]}壊{/r}しちまって！
Player_StgWin_122	マッチョはマッチョで{r[たいへん]}大変{/r}そうだし\nやめといたほうがいい{r[き]}気{/r}が…
Player_StgWin_123	ワ、ワサビは{r[かんべん]}勘弁{/r}してくれ～！\nあれはツーンとして{r[にがて]}苦手{/r}なんだ…
Player_StgWin_124	{r[むり]}無理{/r}にガマンするのは{r[よ]}良{/r}くねえぜ？\n{r[た]}食{/r}べたいスシを{r[た]}食{/r}べないとな！
Player_StgWin_125	エレガントさを{r[もと]}求{/r}める{r[まえ]}前{/r}に\nまずはスシを{r[しん]}信{/r}じるところからだな
Player_StgWin_126	スシ{r[すじ]}筋{/r}…？ スシのあつかいかたを\n{r[さ]}指{/r}す{r[ことば]}言葉{/r}か？ ……カッコイイな！
Player_StgWin_127	スシを{r[あい]}愛{/r}しているんだな…\nとうちゃん、いい{r[ぶか]}部下{/r}じゃんか……
Player_StgWin_128	ああ、これがオレのスシバトル！\nスシへの{r[かんしゃ]}感謝{/r}なら{r[だれ]}誰{/r}にも{r[ま]}負{/r}けねえ！
Player_StgWin_129	とうちゃんに{r[あ]}会{/r}って{r[はなし]}話{/r}をするんだ！\n{r[た]}立{/r}ち{r[ど]}止{/r}まるわけにはいかねえ!!
Player_StgWin_130	{r[へいたい]}兵隊{/r}だろうが{r[たいほう]}大砲{/r}だろうが\n{r[た]}立{/r}ちはだかるなら{r[う]}打{/r}ち{r[か]}勝{/r}つまでだ！
Player_StgWin_131	どうだとうちゃん！\nこれがオレのスシだッ!!
Player_StgWin_132	な、なんだ？ お{r[めん]}面{/r}かそれ？\nちょっと{r[こわ]}怖{/r}いぞ……
Player_StgWin_133	{r[い]}行{/r}き{r[ど]}止{/r}まりのワケないよな！\nウソだってバレバレだぜ!!
Player_StgWin_134	ずっと{r[おな]}同{/r}じコトを{r[い]}言{/r}っている…\nさ、{r[さき]}先{/r}に{r[い]}行{/r}かせてもらいま～す……
Player_StgWin_135	ひ、ひえっ…\nこの{r[ぶたい]}部隊{/r}、なんだかやばいぞ……
Player_StgWin_136	こんなところにも{r[あらわ]}現{/r}れるなんて\n{r[ほんとう]}本当{/r}になにものなんだ……
Player_StgWin_137	また{r[こども]}子供{/r}あつかい！ やめてくれよな\nとうちゃんの{r[まえ]}前{/r}なんだからよ…
Player_StgWin_138	{r[せいちょう]}成長{/r}したオレの{r[すがた]}姿{/r}をとうちゃんに\n{r[み]}見{/r}せたくてがんばってるんだ！
Player_StgWin_139	そんな{r[けいかく]}計画{/r}、オレととうちゃんで\nぶっ{r[こわ]}壊{/r}してやるぜ!!
Player_StgWin_140	グラードはこの{r[さき]}先{/r}か!?\n{r[い]}行{/r}こう、とうちゃん!!
Player_StgWin_141	お{r[まえ]}前{/r}たちがやろうとしている\nスシの{r[しはい]}支配{/r}なんて{r[みと]}認{/r}めねえぞ！
Player_StgWin_142	{r[はや]}早{/r}くとうちゃんを{r[お]}追{/r}いかけねえと！\n{r[わる]}悪{/r}いけど{r[さき]}先{/r}に{r[い]}行{/r}かせてもらうぜ！
Player_StgWin_143	{r[ていこく]}帝国{/r}のやり{r[かた]}方{/r}じゃ、{r[わら]}笑{/r}ってみんなで\nスシを{r[た]}食{/r}べられねえんだ！
Player_StgWin_144	グラードに{r[あ]}会{/r}わせてもらうぜ\nスシの{r[みらい]}未来{/r}を{r[はな]}話{/r}し{r[あ]}合{/r}いにきたんだ！
Player_StgWin_145	スシは{r[だれ]}誰{/r}かのものじゃねえ！\nみんなのものだ!!
Player_StgWin_146	みんなで{r[わら]}笑{/r}っておいしく{r[た]}食{/r}べる！\nそれがオレの{r[かんが]}考{/r}えるスシだ!!
Player_StgWin_197	この{r[いし]}石{/r}は{r[わた]}渡{/r}せねえ！\n{r[ほ]}欲{/r}しけりゃ{r[じぶん]}自分{/r}で{r[さが]}探{/r}すんだな♪
Player_StgWin_198	おっちゃん… {r[ま]}負{/r}けたのに\nダジャレを{r[い]}言{/r}っている{r[ばあい]}場合{/r}か？
Player_StgWin_199	{r[じんじゃ]}神社{/r}… そこにレーンドライブギアを\n{r[つく]}作{/r}る{r[ぎし]}技師{/r}がいるのか？
Player_StgWin_200	へへ～ん♪ こっちには{r[ゆうしゅう]}優秀{/r}な\n{r[じょうほうつう]}情報通{/r}がついているんだぜ♪
Player_StgWin_201	マ、マッチョじゃねえし！\nスシライカーのムサシだ！！
Player_StgWin_202	マッチョ～ マッチョ～…\nってなにやらせるんだ…！！
Player_StgWin_203	そのおっちゃんよりオレのほうが\n{r[いちまいうわて]}一枚上手{/r}だったってことだな♪
Player_StgWin_204	ん？ そのセリフ…\nさっきも{r[き]}聞{/r}いたような……
Player_StgWin_205	ここの{r[たいちょう]}隊長{/r}さんは、みんなのことを\n{r[さいきょう]}最強{/r}だって{r[い]}言{/r}っているのか…？
Player_StgWin_206	そういう{r[ほうしん]}方針{/r}だったのか…\nギアは{r[ぜったい]}絶対{/r}に{r[と]}取{/r}り{r[かえ]}返{/r}してやる…！
Player_StgWin_209	{r[だれ]}誰{/r}が{r[た]}立{/r}ちはだかろうと\nスシを{r[しん]}信{/r}じてバトルするだけだ！
Player_StgWin_210	あやしい{r[じっけん]}実験{/r}をしてるって{r[き]}聞{/r}いたぜ\nそれが{r[ほんとう]}本当{/r}ならオレが{r[と]}止{/r}める!!
Player_StgWin_211	その{r[とお]}通{/r}り♪\n{r[ぬす]}盗{/r}んだものを{r[かえ]}返{/r}してもらうぜ！
Player_StgWin_212	その{r[はつめい]}発明{/r}のためだったら{r[ひと]}人{/r}のものを\n{r[ぬす]}盗{/r}んでいいってわけじゃないぞ！
Player_StgWin_213	{r[さいじゃく]}最弱{/r}かどうかは{r[わ]}分{/r}からねえけど\n{r[だいじ]}大事{/r}なのはスシを{r[しん]}信{/r}じる{r[こころ]}心{/r}だ！
Player_StgWin_214	あ、あれ？\nこの{r[なが]}流{/r}れ… {r[まえ]}前{/r}にもあったような…
Player_StgWin_215	もしかしてこの{r[たい]}隊{/r}は\nたたいて{r[の]}伸{/r}ばす{r[ほうしん]}方針{/r}なんじゃ…？
Player_StgWin_216	なんだかおっちゃんさみしそうだ…\n{r[ぶか]}部下{/r}の{r[いくせい]}育成{/r}も{r[たいへん]}大変{/r}なんだな……
Player_StgWin_217	その{r[しせつ]}施設{/r}に{r[い]}行{/r}くために{r[き]}来{/r}たんだ！\n{r[でんじほう]}電磁砲{/r}まであるなんてあやしいぜ！
Player_StgWin_218	スシを{r[そまつ]}粗末{/r}にする{r[じっけん]}実験{/r}の{r[しせつ]}施設{/r}なんて\n{r[みと]}認{/r}めるわけにはいかねえ!!
Player_StgWin_219	{r[じんこう]}人工{/r}スシゲートなんかで\n{r[ほんとう]}本当{/r}の{r[しあわ]}幸{/r}せがやってくるはずない！
Player_StgWin_221	おっちゃんは{r[じぶん]}自分{/r}の{r[くち]}口{/r}のかたさを\n{r[うたが]}疑{/r}ったほうがいいかもだぜ…？
Player_StgWin_222	{r[い]}行{/r}くなと{r[い]}言{/r}われると\n{r[い]}行{/r}きたくなっちゃうよなあ♪
Player_StgWin_223	じゃあ{r[わる]}悪{/r}いけど\nしかられてくれよな♪
Player_StgWin_224	レアスシガミのゴクオウ\nオレがもらい{r[う]}受{/r}けるぜ！
Player_StgWin_225	ご、ごめんよ、ねえちゃん\nわるく{r[おも]}思{/r}わないでくれよ…
Player_StgWin_226	{r[わる]}悪{/r}いけどまた{r[こんど]}今度{/r}な！この{r[さき]}先{/r}に\nレアスシガミがいるみたいなんだ！
Player_StgWin_227	それってつまりこの{r[さき]}先{/r}に\nなにかがあるってことか？
Player_StgWin_228	{r[さら]}皿{/r}を{r[うば]}奪{/r}われても、それ{r[いじょう]}以上{/r}の{r[さら]}皿{/r}を\n{r[な]}投{/r}げればいいだけだぜ♪
Player_StgWin_233	さっきも{r[い]}言{/r}ったけど\nソスナはもうここにはいないぜ？
Player_StgWin_234	あの～ …{r[あか]}赤{/r}いスシを{r[た]}食{/r}べない{r[けん]}件{/r}\nもうソスナは{r[てっかい]}撤回{/r}しているぞ…？
Player_StgWin_235	な、なんだか{r[けんしんてき]}献身的{/r}すぎて\n{r[な]}泣{/r}けてくるぜ…
Player_StgWin_236	そう{r[い]}言{/r}ってるじゃんか…\nすこしは{r[き]}聞{/r}く{r[みみ]}耳{/r}もってくれよな！
Player_StgWin_237	ソスナの{r[ぶたい]}部隊{/r}はさっき{r[たお]}倒{/r}したから\nそれでここまで{r[こ]}来{/r}られたんだぜ♪
Player_StgWin_238	お、おう… {r[ひつう]}悲痛{/r}な{r[さけ]}叫{/r}びだけど\nごめんな… {r[さき]}先{/r}には{r[い]}行{/r}かせてもらうぜ
Player_StgWin_239	その{r[て]}手{/r}にはひっかからないぜ♪\nこの{r[さき]}先{/r}にほこらがあるんだろ？
Player_StgWin_240	よっしゃ～♪ レアスシガミと\n{r[けいやく]}契約{/r}させてもらうぜ♪
Player_StgWin_249	う～ん… まだこの{r[ちか]}近{/r}くには\n{r[あらわ]}現{/r}れていないみたいだぜ…
Player_StgWin_250	{r[ざんねん]}残念{/r}だけど、まだスシガミの\n{r[けはい]}気配{/r}はぜんぜん{r[かん]}感{/r}じないぜ…
Player_StgWin_251	まあな♪ でもさすがに{r[れんせん]}連戦{/r}が\n{r[つづ]}続{/r}くと{r[いき]}息{/r}が{r[き]}切{/r}れてくるぜ…
Player_StgWin_252	オレをだましたところで\nスシバトルはだませないぜ♪
Player_StgWin_253	スシガミのほこらが{r[よ]}呼{/r}んでいる…\nそんな{r[き]}気{/r}がするんだ♪
Player_StgWin_254	おっちゃんの{r[うん]}運{/r}が{r[つ]}尽{/r}きて\nオレに{r[うん]}運{/r}がめぐってきたぜ♪
Player_StgWin_255	スシガミいるところにムサシあり\n{r[さいきん]}最近{/r}のお{r[き]}気{/r}に{r[い]}入{/r}りワードだぜ♪
Player_StgWin_256	{r[だいす]}大好{/r}きなスシを{r[まえ]}前{/r}にしたら\n{r[さむ]}寒{/r}さなんてふき{r[と]}飛{/r}ぶぜ♪
Player_StgWin_257	ほこらは{r[み]}見{/r}つけるものじゃねえ！\n{r[かん]}感{/r}じ{r[と]}取{/r}るものだ！ なんてな♪
Player_StgWin_258	おうよ♪\nそうさせてもらうぜ！
Player_StgWin_259	こんなに{r[しず]}静{/r}かなところにいたら\nバトルの{r[うで]}腕{/r}がなまりそうだな…
Player_StgWin_260	なんだか{r[へいわ]}平和{/r}そうだな…\nここだけ{r[べつせかい]}別世界{/r}みたいだぜ……
Player_StgWin_261	え～…{r[み]}身{/r}を{r[かく]}隠{/r}す{r[くんれん]}訓練{/r}って…\nかくれんぼだったのか……
Player_StgWin_262	あっ…\n{r[たいちょう]}隊長{/r}さんがオニだったんだな……
Player_StgWin_263	ご、ごめんな… オレ{r[ぶきよう]}不器用{/r}で…\nバトルの{r[て]}手{/r}は{r[ぬ]}抜{/r}けねえんだ…
Player_StgWin_264	き、{r[きんにく]}筋肉{/r}が{r[きょうめい]}共鳴{/r}!?\nマッチョ{r[へいし]}兵士{/r}ってなんだかすげえ…
Player_StgWin_265	お、おう…？\nもうスシバトル{r[かんけい]}関係{/r}ないよな…
Player_StgWin_266	そんなに{r[あか]}明{/r}るく{r[い]}言{/r}われても…\n{r[めいれい]}命令{/r}を{r[むし]}無視{/r}して{r[だいじょうぶ]}大丈夫{/r}なのか？
Player_StgWin_267	{r[ゆくえふめい]}行方不明{/r}の{r[きんにく]}筋肉{/r}さん…\n{r[み]}見{/r}つかるといいな…！
Player_StgWin_268	マッチョのにいちゃん！\n{r[め]}目{/r}を{r[さ]}覚{/r}ましてくれッ!!
Player_StgWin_269	{r[へいたい]}兵隊{/r}さんがいるってことは\nこのさきになにかあるんだろ♪
Player_StgWin_270	あー！ やんちゃとか{r[い]}言{/r}って\n{r[こども]}子供{/r}あつかいしようとしたな！
Player_StgWin_271	{r[れいのうりょく]}霊能力{/r}なんかよりも、{r[じぶん]}自分{/r}の\nスシ{r[すじ]}筋{/r}をみがいたほうがいいぜ♪
Player_StgWin_272	いままでよりも、もっともっと\nスシが{r[す]}好{/r}きになっただけさ♪
Player_StgWin_273	ねえちゃんたち{r[きゅう]}急{/r}に{r[めめ]}女々{/r}しく\nなるからこっちの{r[ちょうし]}調子{/r}がくるうぜ…
Player_StgWin_274	オレが{r[つよ]}強{/r}いんじゃないぜ。\nスシがオレを{r[つよ]}強{/r}くしてくれたんだ♪
Player_StgWin_275	たくさんのライバルたちと\nいっぱいスシバトルしたからな♪
Player_StgWin_276	{r[ま]}負{/r}けた{r[りゆう]}理由{/r}を{r[ぶんせき]}分析{/r}するなんて\nにいちゃんってマメだな～…
Player_StgWin_277	{r[きんにく]}筋肉{/r}は{r[きた]}鍛{/r}えてないけどスシバトルで\n{r[こころ]}心{/r}はたくさん{r[きた]}鍛{/r}えてきたぜ♪
Player_StgWin_278	オバサンって{r[よ]}呼{/r}んだのは{r[あやま]}謝{/r}る…\nだから{r[こども]}子供{/r}あつかいも{r[きんし]}禁止{/r}な！
Player_StgWin_279	そう{r[い]}言{/r}われると{r[ぎゃく]}逆{/r}に{r[き]}気{/r}になる…\nチラッチラッ　え？　{r[み]}見{/r}てないぜ？
Player_StgWin_280	そうだ！　{r[せんそう]}戦争{/r}はなにも{r[う]}生{/r}まねえ！\nだから{r[せんそう]}戦争{/r}を{r[お]}終{/r}わらせたいんだ！！
Player_StgWin_281	お{r[まえ]}前{/r}もスシが{r[す]}好{/r}きなんだよな？\nもっと{r[たの]}楽{/r}しそうに{r[た]}食{/r}べようぜ♪
Player_StgWin_282	{r[ま]}負{/r}けたのはヒラメ{r[きん]}筋{/r}じゃなくて\nにいちゃん{r[じしん]}自身{/r}だと{r[おも]}思{/r}うけど…
Player_StgWin_283	ありきたりなあいさつだけど\n{r[なまえ]}名前{/r}だけでも{r[おぼ]}覚{/r}えてくれよな！
Player_StgWin_284	{r[おとな]}大人{/r}…！？　へへっ、そうさ\nオレも{r[おとな]}大人{/r}の{r[なかまい]}仲間入{/r}りなんだぜ♪
Player_StgWin_285	とうちゃん…{r[わか]}若{/r}い{r[とき]}時{/r}から{r[つよ]}強{/r}かったんだ\nいつかその{r[せなか]}背中{/r}を{r[お]}追{/r}い{r[こ]}越{/r}せるかな…
Player_StgWin_286	あんたたちの{r[でんじほう]}電磁砲{/r}とはなんども\nたたかって{r[たいさく]}対策{/r}もバッチリだぜ♪
Player_StgWin_287	ねえちゃんもムサシ…！？\nどことなくオレに{r[に]}似{/r}ている{r[き]}気{/r}も…
Player_StgWin_288	えーっと…そうだったっけ？\nあんまり{r[おぼ]}覚{/r}えてないや～♪
Player_StgWin_289	{r[かいほうせんせん]}解放戦線{/r}はスシに{r[かんしゃ]}感謝{/r}し{r[たいせつ]}大切{/r}にする\n{r[た]}食{/r}べ{r[かた]}方{/r}で{r[みらい]}未来{/r}を{r[き]}切{/r}り{r[ひら]}開{/r}いていくぜ！
Player_StgWin_290	アブリコスは{r[ぎゃく]}逆{/r}に{r[きんにく]}筋肉{/r}を\n{r[きた]}鍛{/r}えすぎな{r[き]}気{/r}もするけどな…
Player_StgWin_291	{r[こころ]}心{/r}なしか{r[しか]}叱{/r}られることに\nワクワクしていないか…？
Player_StgWin_292	ズルいって…\nスシバトルはそういうものだぞ？
Player_StgWin_293	{r[た]}立{/r}ち{r[ど]}止{/r}まってるヒマはねえんだ！\nとうちゃんにだって{r[ま]}負{/r}けないぜ！！
Player_StgWin_294	その{r[かめん]}仮面{/r}の{r[した]}下{/r}ってどうなってるの？\nちょっとだけ{r[み]}見{/r}せてくれよ♪
Player_StgWin_295	こわっぱ？　こわっぱってなんだ？\nもしや{r[こども]}子供{/r}って{r[いみ]}意味{/r}か？　おーい！
Player_StgWin_296	こちらこそガトアリでした～♪\nチャラオもなかなかヨイツ～だぜ♪
Player_StgWin_297	{r[きんにく]}筋肉{/r}を{r[きた]}鍛{/r}えすぎたのが{r[げんいん]}原因{/r}で\nバトルに{r[ま]}負{/r}けたら{r[ほんまつてんとう]}本末転倒{/r}だぞ…
Player_StgWin_298	{r[あか]}赤{/r}いスシはなにも{r[わる]}悪{/r}くねえ！\n{r[わるもの]}悪者{/r}あつかいはやめろよな！！
Player_StgWin_299	ああ、オレはオレの{r[みち]}道{/r}を{r[すす]}進{/r}んで\nスシの{r[みらい]}未来{/r}を{r[き]}切{/r}り{r[ひら]}開{/r}くぜ…！
Player_StgWin_300	えっ…{r[じぶん]}自分{/r}で{r[かいけつ]}解決{/r}しないのか？\nなんだか{r[おとこ]}男{/r}らしくないな…
Player_StgWin_301	こいつどんだけ{r[しょくよく]}食欲{/r}あるんだ…\nそのうち{r[さら]}皿{/r}まで{r[た]}食{/r}べだしそう……
Player_StgWin_302	お{r[まえ]}前{/r}もムサシ…！？\nどう{r[み]}見{/r}てもオレじゃんか！！
Player_StgWin_C_001	チャレンジけんのパワーを{r[つか]}使{/r}って\n{r[しま]}島{/r}のスシガミたちと{r[いっしょ]}一緒{/r}に{r[たたか]}戦{/r}うぜ！
Player_StgWin_C_002	オレも{r[はじ]}初{/r}めて{r[であ]}出会{/r}ったぜ。\nめずらしいけどかわいいよな♪
Player_StgWin_C_003	ネタガミってなんかダサいぞ…\nだっこスシガミなんてどうだ？
Player_StgWin_C_004	スシのネタが{r[す]}好{/r}きすぎて\nだっこしてるって{r[い]}言{/r}ってるぞ
Player_StgWin_C_005	{r[おく]}奥{/r}にある{r[ほこら]}祠{/r}にスシガミがいるかも\nしれねえんだな！サンキュー！
Player_StgWin_C_006	{r[はじ]}初{/r}めてだっこしてから{r[いちど]}一度{/r}も\n{r[はな]}離{/r}したことがないみたいだぜ？
Player_StgWin_C_007	ネタが{r[いがい]}意外{/r}と{r[おも]}重{/r}いみたいで\nだっこを{r[つづ]}続{/r}けるのも{r[つか]}疲{/r}れるってさ
Player_StgWin_C_008	にいちゃんもネタをだっこして\nスシガミに{r[あゆ]}歩{/r}み{r[よ]}寄{/r}ったらどうだ？
Player_StgWin_C_009	{r[い]}言{/r}いづらいんだけど、\nムキムキコワイっておびえてるぞ…
Player_StgWin_C_010	{r[おく]}奥{/r}の{r[ほこら]}祠{/r}にスシガミがいるんだろ？\nだったら{r[か]}駆{/r}けつけないとな♪
Player_StgWin_C_011	{r[しま]}島{/r}での{r[あらそ]}争{/r}いをやめてくれたら\n{r[なかよ]}仲良{/r}くしてあげてもいいってさ♪
Player_StgWin_C_012	スシガミは{r[りょうて]}両手{/r}がふさがってるし\nオレがねえちゃんをだっこしても…
Player_StgWin_C_013	じゃ、じゃあオレもラブリーな\n{r[ろせん]}路線{/r}のスシライカー{r[めざ]}目指{/r}そうかな…
Player_StgWin_C_014	ねえちゃんに！ドキドキして！\n{r[こころ]}心{/r}が！{r[みだ]}乱{/r}されちゃうぜ…っ！
Player_StgWin_C_015	{r[おく]}奥{/r}の{r[ほこら]}祠{/r}になにがあるってんだ？\nよけいに{r[き]}気{/r}になってきたぞ♪
