\database\database_achieveInfo.msbt
AchieveName_001	Super Striker
Enemy_StgLose_259	I haven't had a sushi battle in a\nwhile. Guess I'm pretty rusty.
Enemy_StgLose_260	With nothing to do here, we\ntook up stealth training.
Enemy_StgLose_261	Ugh... If I don't get up, the one\nwho's "it" will find me...
Enemy_StgLose_262	I demand a rematch! Oh, who\nam I kidding...
Enemy_StgLose_263	I wanted a break, but I guess\nI got broken.
Enemy_StgLose_264	You're so strong, even my\nmuscles sit up and take notice!
Enemy_StgLose_265	And I thought I had the perfect\nquiet spot to do a few reps...
Enemy_StgLose_266	I'll look for the shrine in a\nminute. My muscles come first!
Enemy_StgLose_267	First that one muscle head went\nmissing, and now this!
Enemy_StgLose_268	I have surpassed muscle and\nsushi... Huh? Wh-where am I?
Enemy_StgLose_269	What is it that drives you\nforward so relentlessly?!
Enemy_StgLose_270	You're more than some unruly\nchild. Fine. You may proceed.
Enemy_StgLose_271	GYAAAAH! How could you have\nbeaten Chamelva?!
Enemy_StgLose_272	Hm? I'm not sure I understand\nwhat just happened.
Enemy_StgLose_273	What a meanie! Don't you know\nit hurts to lose?
Enemy_StgLose_274	You seem WAY stronger now.\nDid you grow a few inches?
Enemy_StgLose_275	You're not supposed to be THIS\ngood! What gives?!
Enemy_StgLose_276	Where did I err? I must analyze\nmy tactics for any flaws...
Enemy_StgLose_277	Shouldn't I be creaming you?!\nGuess you're not such a runt...
Enemy_StgLose_278	You're still a child, but you've\nimproved by leaps and bounds.
Enemy_StgLose_279	M-my cloak is falling off! \nDon't you dare look under it!
Enemy_StgLose_280	Who cares who won? War never\nsolved anything anyway.
Enemy_StgLose_281	I lost? That makes me hungry\nfor sushi...
Enemy_StgLose_282	What was the weak link? It was\nmy calf muscles, right?
Enemy_StgLose_283	So you're the one they call\nMusashi. You have bright eyes...
Enemy_StgLose_284	You understand the appeal of\nwasabi now, eh? Very mature!
Enemy_StgLose_285	Perfection... Your skill reminds\nme of Tiburon in his youth. 
Enemy_StgLose_286	So the SLF's secret weapon\nhas bested the Empire's...
Enemy_StgLose_287	Who are you supposed to be?\nWhat the— You're Musashi too?
Enemy_StgLose_288	Did I fight you the other day,\nor was that my imagination?
Enemy_StgLose_289	Rrgh... I wanted to take back\nthe SLF, but I'm powerless...
Enemy_StgLose_290	You've gotten strong! What's\nyour workout plan like?
Enemy_StgLose_291	Heavens no! Pwincess mustn't\nfind out, or I'll get a scolding!
Enemy_StgLose_292	Hold up! No one could throw\nTHAT many plates! Come on!
Enemy_StgLose_293	You're like me—no hesitation\non the sushi battlefield.
Enemy_StgLose_294	Hissss... Your endless stream of\nplates nearly broke my mask...
Enemy_StgLose_295	I couldn't take a brat who\nwouldn't eat wasabi seriously!
Enemy_StgLose_296	Good game! You were really\non the ball today!
Enemy_StgLose_297	Dang. I'm so pumped I couldn't\neven see past my muscles!
Enemy_StgLose_298	You dare use salmon against\nme? Don't you know who I am?
Enemy_StgLose_299	You're obviously powerful.\nShow me how you do it.
Enemy_StgLose_300	Only General Tiburon can deal\nwith a menace like you...
Enemy_StgLose_301	Don't throw plates, throw sushi.\nThat's what I'm hungry for...
Enemy_StgLose_302	Well, that was weird! So you're\nanother Musashi?
EnemyTitle_001	Recon Squad Rookie
EnemyTitle_002	Recon Squad Advisor
EnemyTitle_003	Sworn Enemy?
EnemyTitle_004	Patrol Squad Rookie
EnemyTitle_005	Patrol Squad Rookie
EnemyTitle_006	Patrol Squad Rookie
EnemyTitle_007	Patrol Squad Advisor
EnemyTitle_008	SLF Leader
EnemyTitle_009	101st Division
EnemyTitle_010	101st Division
EnemyTitle_011	101st Division
EnemyTitle_012	101st Division
EnemyTitle_013	Sworn Enemy??
EnemyTitle_014	Kodiak's 1st Platoon
EnemyTitle_015	Kodiak's 1st Platoon
EnemyTitle_016	Kodiak's 1st Platoon
EnemyTitle_017	Kodiak's 1st Platoon
EnemyTitle_018	Sworn Enemy???
EnemyTitle_019	Base Camp Guard
EnemyTitle_020	Sushi Assassin
EnemyTitle_021	Border Guardsman
EnemyTitle_022	Border Guardsman
EnemyTitle_023	Border Guardsman
EnemyTitle_024	Border Guardsman
EnemyTitle_025	Sushi Assassin
EnemyTitle_026	Kodiak's 2nd Platoon
EnemyTitle_027	Kodiak's 2nd Platoon
EnemyTitle_028	Kodiak's 2nd Platoon
EnemyTitle_029	Kodiak's 2nd Platoon
EnemyTitle_030	Sushi Assassin
EnemyTitle_031	No-Holds-Barred
EnemyTitle_032	402nd Division
EnemyTitle_033	402nd Division
EnemyTitle_034	402nd Division
EnemyTitle_035	402nd Division
EnemyTitle_036	Strange Sushi Striker
EnemyTitle_037	Ausprey's 1st Platoon
EnemyTitle_038	Ausprey's 1st Platoon
EnemyTitle_039	Ausprey's 1st Platoon
EnemyTitle_040	Ausprey's 1st Platoon
EnemyTitle_041	Tenacious Rival?
EnemyTitle_042	403rd Division
EnemyTitle_043	403rd Division
EnemyTitle_044	403rd Division
EnemyTitle_045	403rd Division
EnemyTitle_046	Sushi-Striking Weirdo
EnemyTitle_047	Ausprey's 2nd Platoon
EnemyTitle_048	Ausprey's 2nd Platoon
EnemyTitle_049	Ausprey's 2nd Platoon
EnemyTitle_050	Ausprey's 2nd Platoon
EnemyTitle_051	Tenacious Rival??
EnemyTitle_052	60 Years of Wasabi
EnemyTitle_053	504th Division
EnemyTitle_054	504th Division
EnemyTitle_055	504th Division
EnemyTitle_056	504th Division
EnemyTitle_057	Baffling Sushi Striker
EnemyTitle_058	Tiburon's 1st Platoon
EnemyTitle_059	Tiburon's 1st Platoon
EnemyTitle_060	Tiburon's 1st Platoon
EnemyTitle_061	Tiburon's 1st Platoon
EnemyTitle_062	Super Weapon
EnemyTitle_063	505th Division
EnemyTitle_064	505th Division
EnemyTitle_065	505th Division
EnemyTitle_066	505th Division
EnemyTitle_067	Mega Weapon
EnemyTitle_068	Tiburon's 2nd Platoon
EnemyTitle_069	Tiburon's 2nd Platoon
EnemyTitle_070	Tiburon's 2nd Platoon
EnemyTitle_071	Tiburon's 2nd Platoon
EnemyTitle_072	Raging Storm of Sushi
EnemyTitle_073	Sushi Heretic
EnemyTitle_074	607th Division
EnemyTitle_075	607th Division
EnemyTitle_076	607th Division
EnemyTitle_077	607th Division
EnemyTitle_078	Suspicious Character
EnemyTitle_079	Purrsilla's 1st Platoon
EnemyTitle_080	Purrsilla's 1st Platoon
EnemyTitle_081	Purrsilla's 1st Platoon
EnemyTitle_082	Purrsilla's 1st Platoon
EnemyTitle_083	Persistent Rival?
EnemyTitle_084	608th Division
EnemyTitle_085	608th Division
EnemyTitle_086	608th Division
EnemyTitle_087	608th Division
EnemyTitle_088	Mystery Man
EnemyTitle_089	Purrsilla's 2nd Platoon
EnemyTitle_090	Purrsilla's 2nd Platoon
EnemyTitle_091	Purrsilla's 2nd Platoon
EnemyTitle_092	Purrsilla's 2nd Platoon
EnemyTitle_093	Persistent Rival??
EnemyTitle_094	Lovelorn Tyrant
EnemyTitle_095	Frontier Guard
EnemyTitle_096	Frontier Guard
EnemyTitle_097	Frontier Guard
EnemyTitle_098	Frontier Guard
EnemyTitle_099	Frontier Guard Rookie
EnemyTitle_100	Kodiak's 1st Platoon
EnemyTitle_101	Kodiak's 1st Platoon
EnemyTitle_102	Kodiak's 1st Platoon
EnemyTitle_103	Kodiak's 1st Platoon
EnemyTitle_104	Disgraced Commander
EnemyTitle_105	Does He Ever Give Up?!
EnemyTitle_106	Kodiak's 2nd Platoon
EnemyTitle_107	Kodiak's 2nd Platoon
EnemyTitle_108	Kodiak's 2nd Platoon
EnemyTitle_109	Kodiak's 2nd Platoon
EnemyTitle_110	Tower Guard
EnemyTitle_111	Anything Goes
EnemyTitle_112	809th Division
EnemyTitle_113	809th Division
EnemyTitle_114	809th Division
EnemyTitle_115	809th Division
EnemyTitle_116	Enigmatic Eater
EnemyTitle_117	Tiburon's 3rd Platoon
EnemyTitle_118	Tiburon's 3rd Platoon
EnemyTitle_119	Tiburon's 3rd Platoon
EnemyTitle_120	Tiburon's 3rd Platoon
EnemyTitle_121	Ultra Weapon
EnemyTitle_122	810th Division
EnemyTitle_123	810th Division
EnemyTitle_124	810th Division
EnemyTitle_125	810th Division
EnemyTitle_126	Tiburon's 4th Platoon
EnemyTitle_127	Tiburon's 4th Platoon
EnemyTitle_128	Tiburon's 4th Platoon
EnemyTitle_129	Tiburon's 4th Platoon
EnemyTitle_130	Hyper Weapon
EnemyTitle_131	Raging Storm of Sushi
EnemyTitle_132	Palace Guard 2nd Class
EnemyTitle_133	Palace Guard 2nd Class
EnemyTitle_134	Palace Guard 2nd Class
EnemyTitle_135	Palace Guard 2nd Class
EnemyTitle_136	Who Is This Guy?!
EnemyTitle_137	Palace Guard 1st Class
EnemyTitle_138	Palace Guard 1st Class
EnemyTitle_139	Palace Guard 1st Class
EnemyTitle_140	Palace Guard 1st Class
EnemyTitle_141	Council of Four
EnemyTitle_142	Council of Four
EnemyTitle_143	Council of Four
EnemyTitle_144	Council of Four
EnemyTitle_145	Devourer of All
EnemyTitle_146	Eternal Nightmare
EnemyTitle_221	Sushi Enforcer
EnemyTitle_222	Sushi Enforcer
EnemyTitle_223	Sushi Enforcer
EnemyTitle_224	Sushi Enforcer
EnemyTitle_225	Sushi Enforcer
EnemyTitle_226	Sushi Enforcer
EnemyTitle_227	Sushi Enforcer
EnemyTitle_228	Sushi Enforcer
EnemyTitle_233	Purrsilla's 3rd Platoon
EnemyTitle_234	Purrsilla's 3rd Platoon
EnemyTitle_235	Purrsilla's 3rd Platoon
EnemyTitle_236	Purrsilla's 3rd Platoon
EnemyTitle_237	Sushi Enforcer
EnemyTitle_238	Sushi Enforcer
EnemyTitle_239	Sushi Enforcer
EnemyTitle_240	Sushi Enforcer
EnemyTitle_249	Sushi Enforcer
EnemyTitle_250	Sushi Enforcer
EnemyTitle_251	Sushi Enforcer
EnemyTitle_252	Sushi Enforcer
EnemyTitle_255	Sushi Enforcer
EnemyTitle_256	Sushi Enforcer
EnemyTitle_257	Sushi Enforcer
EnemyTitle_258	Sushi Enforcer
EnemyTitle_259	Northern Patrol
EnemyTitle_260	Northern Patrol
EnemyTitle_261	Northern Patrol
EnemyTitle_262	Northern Patrol
EnemyTitle_263	Sushi Enforcer
EnemyTitle_264	Forgotten Squad
EnemyTitle_265	Forgotten Squad
EnemyTitle_266	Forgotten Squad
EnemyTitle_267	Forgotten Squad
EnemyTitle_268	Truth-Seeking Striker
EnemyTitle_271	Sushi Enforcer
EnemyTitle_197	106th Division
EnemyTitle_198	106th Division
EnemyTitle_199	106th Division
EnemyTitle_200	106th Division
EnemyTitle_201	Task-Force Volunteer
EnemyTitle_202	Task-Force Volunteer
EnemyTitle_203	Special Forces Group 1
EnemyTitle_204	Special Forces Group 1
EnemyTitle_205	Special Forces Group 1
EnemyTitle_206	Special Forces Group 1
EnemyTitle_253	Sushi Enforcer
EnemyTitle_254	Sushi Enforcer
EnemyTitle_209	Southern Patrol
EnemyTitle_210	Southern Patrol
EnemyTitle_211	Southern Patrol
EnemyTitle_212	Southern Patrol
EnemyTitle_213	Special Forces Group 2
EnemyTitle_214	Special Forces Group 2
EnemyTitle_215	Special Forces Group 2
EnemyTitle_216	Special Forces Group 2
EnemyTitle_217	Ultimate Weapon
EnemyTitle_218	Facility Security
EnemyTitle_269	Sushi Enforcer
EnemyTitle_270	Sushi Enforcer
EnemyTitle_219	Special Projects Boss
EnemyTitle_272	SLF Revolutionary
EnemyTitle_273	Ausprey's Bodyguard
EnemyTitle_274	Soosh Striker
EnemyTitle_275	Fated Rival?
EnemyTitle_276	Purrsilla's Bodyguard
EnemyTitle_277	Rowdy Striker
EnemyTitle_278	Elegant Striker
EnemyTitle_279	Sushi Alchemist
EnemyTitle_280	Deadly Operative
EnemyTitle_281	Crazed Striker
EnemyTitle_282	Muscular Maniac
EnemyTitle_283	Stoic Striker
EnemyTitle_284	Spicy Striker
EnemyTitle_285	Sushi Commando
EnemyTitle_286	Doomsday Weapon
EnemyTitle_287	Passionate Striker
EnemyTitle_288	Ausprey's Bodyguard
EnemyTitle_289	Radical Sushi Anarchist
EnemyTitle_290	Sushi Bruiser
EnemyTitle_291	Purrsilla's Bodyguard
EnemyTitle_292	Fated Rival?
EnemyTitle_293	Thunderous Striker
EnemyTitle_294	Sushi Alchemist
EnemyTitle_295	55 Years of Wasabi
EnemyTitle_296	Zing-a-Rama Striker
EnemyTitle_297	Muscular Maniac
EnemyTitle_298	Lovelorn Striker
EnemyTitle_299	No-Nonsense Soldier
EnemyTitle_300	Sushi Commando
EnemyTitle_301	Unhinged Striker
EnemyTitle_302	Passionate Striker
EnemyTitle_VS	Striker Rank 
Enemy_Tutorial02_Advice	Ugh... I lost already?!\nThis sucks!
PlayerAdvice000	Better to make a few large\nstacks than many short ones.
PlayerAdvice001	The lane-drive gear helps link\nplates in a zig-zag pattern.
PlayerAdvice002	Link 7 or more for a glowing\nplate that links to any color.
PlayerAdvice003	Eating the fruit that flows by\nwill restore a bit of HP.
PlayerAdvice004	Attacks during a sushi jubilee\nare 50% more effective.
PlayerAdvice005	Link more plates and your\njubilee gauge fills faster.
PlayerAdvice006	Stacks with a glowing plate\nwon't collapse when struck.
PlayerAdvice007	With 7 seconds, you can link\nas many as 10 or 20 plates.
PlayerAdvice008	You can link plates across\nlanes if a gap opens up for it.
PlayerAdvice009	The advanced techniques in\nthe Secret Scroll may help.
PlayerAdvice010	Sometimes one is unlucky.\nIt's important not to give up.
PlayerAdvice011	Using a Skill Charm will raise\na sushi sprite's Skill Lv.
PlayerAdvice012	When you can't seem to win,\nrethink your sprite team.
PlayerAdvice013	Don't neglect the harmony\nof your raw power and skills.
PlayerSpecialAdvice	This may be a good time to\nuse a Renewal Bean...
Player_StgAdvice001	Better to make a few large\nstacks than many short ones.
Player_StgAdvice002	You can link plates across\nlanes if a gap opens up.
Player_StgAdvice003	The lane-drive gear links\nplates in a zig-zag pattern.
Player_StgAdvice013	{c[ffae00]}Remember, 8-Plate Wall will\naffect both you and Kojiro.{c[000000]}
Player_StgAdvice018	{c[ffae00]}If you can't seem to form any\nlinks, use Sushi Bonanza!{c[000000]}
Player_StgAdvice057	{c[ffae00]}Be careful not to take this\nitem when it's red!{c[000000]}
Player_StgAdvice064	{c[ffae00]}Be careful not to take this\nitem when it's red!{c[000000]}
Player_StgAdvice067	{c[ffae00]}Try and time your attacks for\nwhen the wall is still.{c[000000]}
Player_StgAdvice083	{c[ffae00]}No need for long links.\nJust keep throwing!{c[000000]}
Player_StgAdvice088	{c[ffae00]}Remember, Combo Wall will\naffect both you and Kojiro.{c[000000]}
Player_StgAdviceSosuna	{c[ffae00]}Luxury Flash blocks salmon\nand tuna, but it's temporary.{c[000000]}
Player_StgWin_001	This is sushi striking, huh?\nI'm loving it already!
Player_StgWin_002	Another victory, another belly\nfull of sushi!
Player_StgWin_003	You're just mad because you\ndon't have one, Kojiro!
Player_StgWin_004	I love sweets almost as much\nas I love sushi!
Player_StgWin_005	I've had static cling worse than\nyour Electrozap!
Player_StgWin_006	My sushi striking can bust\nthrough any shield!
Player_StgWin_007	Wow! Talk about a fast-\npaced fight!
Player_StgWin_008	NOW are you gonna stop\ntreating me like a kid?!
Player_StgWin_009	You know your attacks are all\nreally obvious, right?
Player_StgWin_010	Capsules sure are neat! Thanks\nfor letting me have so many!
Player_StgWin_011	You specialize so much that you\nforgot all the basics!
Player_StgWin_012	Yesss! Nothing's standing in\nmy way now!
Player_StgWin_013	I'll never join the Empire!\nDon't bother asking again!
Player_StgWin_014	Put a shirt on already!
Player_StgWin_015	I'm the better striker! Though I\ndo wish I had cool muscles...
Player_StgWin_016	What does working out have to\ndo with sushi striking?
Player_StgWin_017	Your rank and your build don't\nmatter if you're in my way!
Player_StgWin_018	Sorry about getting you fired!\nMaybe just leave the Empire?
Player_StgWin_019	Shuffle the sushi all you want—\nI'm going to eat it all anyway!
Player_StgWin_020	That girl looks like she's\nmy age... That's so sad.
Player_StgWin_021	Just let me through! I need to\nsee that girl again!
Player_StgWin_022	I won, so get lost! You're\nstanding in my way!
Player_StgWin_023	Is this the way Celia went?
Player_StgWin_024	Celia's gotta be up ahead\nsomewhere...
Player_StgWin_025	I hope I'm starting to get\nthrough to Celia...
Player_StgWin_026	Muscles don't deflate! Stop\ntalking nonsense and go away!
Player_StgWin_027	"Perfectorals"? One of us has\na lot to learn about anatomy...
Player_StgWin_028	Wow. Did I beat you so bad that\nyou burst into poetry?
Player_StgWin_029	I'll pass. I don't need muscles\nOR the Empire!
Player_StgWin_030	I'm not stupid! Just listen to\nme for a minute!
Player_StgWin_031	You'll never really appreciate\nsushi with that dumb skill!
Player_StgWin_032	Are you catching a cold?\nDude, go get some bed rest!
Player_StgWin_033	Then you should've used some\neye drops before the fight!
Player_StgWin_034	Aw, that's no fun. You can't\nfight without enjoying the sushi!
Player_StgWin_035	How come everyone in this\nsquad looks ready to barf?!
Player_StgWin_036	I'm getting the hang of this\nstuff! Good soosh, buddy!
Player_StgWin_037	Do you have a thing for the\nold guy or something?
Player_StgWin_038	Yeah, right! Those are just big\nold crocodile tears!
Player_StgWin_039	No! Because then you'd\nhave won!
Player_StgWin_040	Well... Would it help if I was\nright there with you?
Player_StgWin_041	I just got out of the way.\nIt wasn't hard.
Player_StgWin_042	Just because I can't eat wasabi\ndoesn't make me a little kid!
Player_StgWin_043	It's sushi you're supposed to\nlove! Wasabi's just a condiment.
Player_StgWin_044	No, what YOU need is an\nintervention!
Player_StgWin_045	I think all that wasabi has gone\nto your brain.
Player_StgWin_046	You're not so bad yourself!
Player_StgWin_047	Sorry about that, but I need to\nmove on ahead!
Player_StgWin_048	If you want, I can come back\nlater and we can play instead!
Player_StgWin_049	Oh, is your back stiff? Do you\nwant me to try pounding it?
Player_StgWin_050	I'm nice to everyone who's not\nan Imperial soldier!
Player_StgWin_051	I don't really see that\nhappening for you. Ever.
Player_StgWin_052	Is a taste for wasabi the secret\nto being an adult? Teach me!
Player_StgWin_053	Is that the guy who's supposed\nto be the best of the best?
Player_StgWin_054	Then try not being so picky!
Player_StgWin_055	Looks like they forgot to warn\nyou not to call me a little kid!
Player_StgWin_056	Thanks for the warning,\nmister!
Player_StgWin_057	What do you expect from a\nsuperstrong soosh striker?
Player_StgWin_058	You and your squad had better\nget used to it!
Player_StgWin_059	Better to be a monkey than an\nImperial goon!
Player_StgWin_060	You say that, but if you'd beat\nme, I bet you'd be the worst...
Player_StgWin_061	Maybe now you'll admit you\nguys aren't all that great!
Player_StgWin_062	There's a first time for\neverything!
Player_StgWin_063	You thought wrong! I'm gonna\nclear a path right to Tiburon!
Player_StgWin_064	Ohhh, so that's why everyone's\nstanding so close together!
Player_StgWin_065	That's real sushi for you! You're\nsupposed to eat it with a smile!
Player_StgWin_066	What, that huge thing? I'm used\nto it by now!
Player_StgWin_067	You can sulk later! Right now\nyou gotta let me through!
Player_StgWin_068	"Almost"? How hard can it be\nto make toast?
Player_StgWin_069	Bad hips, trick knees, sore\nbacks... I've heard it all before!
Player_StgWin_070	If it helps, I could tell by the\nway you fought!
Player_StgWin_071	I'll believe that when I see it!\nLet me through!
Player_StgWin_072	Heck yeah you did! So uh, why\naren't you acting like you lost?
Player_StgWin_073	Your "methods" don't matter!\nSushi is more than a method!
Player_StgWin_074	You say that, but I'm going on\nahead anyway!
Player_StgWin_075	You knew my name? Wow!\nAm I getting famous?!
Player_StgWin_076	"Finishing blow"? I'm not gonna\nhurt you! I'm the good guy!
Player_StgWin_077	I'd taste sushi over defeat any\nday, that's for sure!
Player_StgWin_078	Soosh? Sports? You make my\nhead hurt...
Player_StgWin_079	Wait, is he happy he's going to\nget yelled at?!
Player_StgWin_080	Wh-what a weirdo...
Player_StgWin_081	Are that lady's troops OK?\nIn the head, I mean...
Player_StgWin_082	This captain's even further gone\nthan his crew!
Player_StgWin_083	Sure, it wasn't easy, but I\ncouldn't give up, right?
Player_StgWin_084	Sounds like that Purrsilla lady\nwon't let him have any...
Player_StgWin_085	It's not just salmon! Some of\nit's tuna, too!
Player_StgWin_086	Quit being stubborn and eat\nsome already!
Player_StgWin_087	Wow. You're so hungry for\nsalmon you're hallucinating...
Player_StgWin_088	A mill? But we're eating rice,\nnot flour... I'm confused.
Player_StgWin_089	So she's eating bonbons while\nyou're out here fighting?!
Player_StgWin_090	Oh, is that why your mind never\nseemed to be on the fight?
Player_StgWin_091	Ouch... Even her loyal soldiers\nare having a tough time.
Player_StgWin_092	Help her? With what?
Player_StgWin_093	My beef with you?! Listen, YOU\npicked a fight with ME!
Player_StgWin_094	Good sushi wins out over any\nskill, no matter how tricky!
Player_StgWin_095	Aaaaachoooo! Y-you might\nhave a point there...
Player_StgWin_096	Y-y-you're being a good sport\nabout this. You deserve a rest!
Player_StgWin_097	Between the two, I'd be more\nworried about your heater...
Player_StgWin_098	Why do I feel even worse now?
Player_StgWin_099	Wow, you're even mad about\nthe same thing as before!
Player_StgWin_100	Oh, right! Still haven't put a\nshirt on, huh?
Player_StgWin_101	Sure! Can't really help it with all\nthe fighting I've been through!
Player_StgWin_102	Someday you'll learn there's\nmore to life than exercise!
Player_StgWin_103	Thanks! I think?
Player_StgWin_104	Hey, I call it like I see it!
Player_StgWin_105	Get real! You don't get strong\nby making yourself suffer!
Player_StgWin_106	The deflating muscles guy!\nDon't beat yourself up, man!
Player_StgWin_107	The "perfectorals" guy too?!\nAre all of Kodiak's guys here?
Player_StgWin_108	I missed your poetry! Ever think\nof doing that full time instead?
Player_StgWin_109	You know, it might actually be\nfun to have bulging muscles...
Player_StgWin_110	Just let me free Franklin and I'll\nbe out of your hair!
Player_StgWin_111	Give it a rest, Kodiak! That's no\nway to eat sushi!
Player_StgWin_112	I-is that true? Well, don't let\nit get you down.
Player_StgWin_113	Huh? But didn't the last guy\nalso say...
Player_StgWin_114	Can't you even come up with\nan original excuse?!
Player_StgWin_115	Don't say you're the weakest\nin your squad! Don't even!
Player_StgWin_116	Fighting you is almost starting\nto feel normal!
Player_StgWin_117	So Sleeper is next... I look\nforward to tangling with him!
Player_StgWin_118	So you're OK with dumping\nthe problem on Sawfish?
Player_StgWin_119	This squad sure seems OK with\npassing the buck!
Player_StgWin_120	It's rough to have all that\nresponsibility on your shoulders.
Player_StgWin_121	Was that your secret weapon?\nSorry I had to go and break it!
Player_StgWin_122	I dunno. All that weight training\nseems like a lot of work...
Player_StgWin_123	Definitely not! I can't stand the\nway it stuffs up my nose!
Player_StgWin_124	It wouldn't have helped. Just\neat whatever sushi you want!
Player_StgWin_125	First you need to believe in\nsushi. Style will come later.
Player_StgWin_126	Sushi style? You mean the way\nI eat sushi? That's kinda cool!
Player_StgWin_127	You really love sushi... Dad\nhas good people under him.
Player_StgWin_128	I dunno about everyone, but it's\ndefinitely true for me!
Player_StgWin_129	You're just another stepping\nstone on the way to my dad!
Player_StgWin_130	Soldiers, cannons... Put 'em in\nmy way and I'll knock 'em out!
Player_StgWin_131	I'm glad I got a chance to show\nyou my love for sushi!
Player_StgWin_132	Wh-what's with the mask?\nYou're creeping me out...
Player_StgWin_133	"Your end"? Don't make\nme laugh!
Player_StgWin_134	Uhhh, are you broken? I'll...\nbe moving along now...
Player_StgWin_135	This is the least fun squad to\nbe around I've ever met!
Player_StgWin_136	You're even here in the palace?\nJust what's your deal, huh?!
Player_StgWin_137	Aww, get stuffed! My place is\nfighting here alongside my dad!
Player_StgWin_138	I'm just trying to show my dad\nhow far I've come!
Player_StgWin_139	That's what me and my dad are\nhere to stop!
Player_StgWin_140	So what you're saying is, we're\nalmost there? Let's go, Dad!
Player_StgWin_141	I won't accept a world where\nyou guys control the sushi!
Player_StgWin_142	Sorry, I don't have time for your\nwhining! Gotta catch up to Dad!
Player_StgWin_143	It's only endless for you! What\nabout the rest of the world?!
Player_StgWin_144	It's time I met Octavius. We\nneed to have a talk about sushi!
Player_StgWin_145	Sushi doesn't belong to any\none person! It's everyone's!
Player_StgWin_146	Because I picture everyone else\nin the world enjoying it, too!
Player_StgWin_197	It's all mine! If you want one,\nfind it yourself!
Player_StgWin_198	Dude... You lost, and you're\nstill making terrible puns?
Player_StgWin_199	A shrine, huh? Is that where the\nlane-drive gear engineer is?
Player_StgWin_200	Heheh! No secret is safe with\nArchie around!
Player_StgWin_201	Yeah! Why, are they supposed\nto be scary?
Player_StgWin_202	You have fun! I'll just be on\nmy way...
Player_StgWin_203	Don't believe everything\nyou hear!
Player_StgWin_204	It's weird, but I feel like I've\nheard that before.
Player_StgWin_205	You and everyone else in his\ncommand, apparently!
Player_StgWin_206	So that was their plan! Still,\nI'm getting that gear back!
Player_StgWin_209	It doesn't matter! Sushi will\ncarry me past any obstacle!
Player_StgWin_210	There's a suspicious experiment\nhere that I'll put a stop to!
Player_StgWin_211	I sure am! I'm gonna get back\nwhat you stole!
Player_StgWin_212	It'll have to march on without\nthat gear, then!
Player_StgWin_213	Don't believe that guy! Listen\nto your sushi-loving heart!
Player_StgWin_214	You don't have to prove you—\nWait, this sounds familiar.
Player_StgWin_215	This guy sounds like the worst\nleader I've ever heard of!
Player_StgWin_216	This whole squad has been\na real downer to fight...
Player_StgWin_217	Why is there a Magnetic Shot\nhere?! What are you guarding?!
Player_StgWin_218	That's what you get for building\nmachines that waste sushi!
Player_StgWin_219	True happiness could never\ncome through a fake sushi gate!
Player_StgWin_221	Hey, I'm not the one who\nbrought it up!
Player_StgWin_222	Hearing you say that just makes\nme more curious!
Player_StgWin_223	I do feel bad about that. Maybe\ntell him I was just too good?
Player_StgWin_224	Sun-o will be happier with\nme anyway!
Player_StgWin_225	S-sorry about that. No hard\nfeelings, OK?
Player_StgWin_226	I'd come with you, but I've got\na rare sushi sprite to find!
Player_StgWin_227	Then that must mean there's\nsomething you were guarding!
Player_StgWin_228	When my plates get stolen,\nI just eat more!
Player_StgWin_233	I told you—Purrsilla isn't even\nhere anymore.
Player_StgWin_234	Did nobody tell you Purrsilla\ndoesn't care about that now?
Player_StgWin_235	He's so dedicated that it almost\nbrings a tear to my eye.
Player_StgWin_236	I didn't want to be the one to\nbreak it to you, but...
Player_StgWin_237	They're not so hard when you\nknow how to handle 'em!
Player_StgWin_238	Well, I am. Try not to be a sore\nloser about it!
Player_StgWin_239	Nice try, but I think I see a\nshrine up ahead!
Player_StgWin_240	Guess it's true what they say:\nyou snooze, you lose!
Player_StgWin_249	Hmmm... I don't see\nanything yet.
Player_StgWin_250	It must've missed the\nwhole thing...
Player_StgWin_251	Believe me, I could tell you\nwere fighting your heart out!
Player_StgWin_252	You can trick me, but there's no\ngetting around my sushi skills!
Player_StgWin_253	What can I say? I hear the sushi\nsprite calling, that's all!
Player_StgWin_254	Just isn't your day, huh?
Player_StgWin_255	A sixth sense is cool, but I like\nto say I have a nose for them!
Player_StgWin_256	Eat some good sushi and you\nwon't even notice the cold!
Player_StgWin_257	It'll be easy! I'll just follow\nmy nose for sushi sprites!
Player_StgWin_258	I will, thanks!
Player_StgWin_259	Yeah, I could see how being\nout here will do that to you.
Player_StgWin_260	This place is so pretty, I'd want\nto lose myself here too.
Player_StgWin_261	Wait... This "stealth training"...\nAre you playing hide-and-seek?!
Player_StgWin_262	I can't tell if he means with me\nor his hide-and-seek soldiers...
Player_StgWin_263	S-sorry about that. Sometimes\nI try a little TOO hard...
Player_StgWin_264	Your muscles have a mind of\ntheir own, huh?
Player_StgWin_265	Did you even notice that we\nhad a sushi battle just now?
Player_StgWin_266	Uhh, how many "minutes" has\nit been now?
Player_StgWin_267	Hope you find your friend!
Player_StgWin_268	Wake up! It's time to come to\nyour senses!
Player_StgWin_269	Where there's Imperials to bust,\nI'll be there doing the busting!
Player_StgWin_270	Is it worse that you called me\n"unruly" or a "child"?!
Player_StgWin_271	Because I focus on sushi,\nnot psychic mumbo jumbo!
